Transaction_ID,Date,Type,Category,Amount,Vendor_ID,Employee_ID,Program_ID,Grant_ID,State,Payment_Method,Status,Description
T000247,2025-01-16,Expense,Training,-79395,V041,,P002,G004,Maharashtra,Cheque,Completed,Training
T000248,2025-06-25,Income,Corporate Donation,432925,,,P010,G023,Maharashtra,RTGS,Completed,Corporate Donation
T000249,2024-09-22,Income,Corporate Donation,966642,,,P013,G007,Delhi,RTGS,Completed,Corporate Donation
T000250,2025-03-01,Expense,Medicines,-204524,V103,,P013,G003,Madhya Pradesh,Cheque,Completed,Medicines
T000251,2024-12-08,Expense,IT Equipment,-297001,V073,,P015,G008,Tamil Nadu,RTGS,Pending,IT Equipment
T000252,2025-12-08,Income,Individual Donation,45132,,,P003,G014,Uttar Pradesh,RTGS,Failed,Individual Donation
T000253,2025-03-01,Expense,Salary,-38052,,E073,P006,G025,Maharashtra,RTGS,Completed,Salary
T000254,2025-03-21,Income,International NGO,18153109,,,P013,G006,Delhi,Cheque,Pending,International NGO
T000255,2024-09-18,Income,Government Grant,47279176,,,P003,G010,Madhya Pradesh,RTGS,Failed,Government Grant
T000256,2024-09-23,Income,Government Grant,45671825,,,P003,G022,Tamil Nadu,Bank Transfer,Completed,Government Grant
T000257,2025-04-16,Expense,Nutrition Kits,-298548,V047,,P005,G002,Maharashtra,Cheque,Completed,Nutrition Kits
T000258,2025-05-13,Expense,Medicines,-269197,V040,,P004,G020,Maharashtra,Bank Transfer,Pending,Medicines
T000259,2026-06-07,Income,International NGO,3180738,,,P004,G012,Rajasthan,RTGS,Failed,International NGO
T000260,2025-03-01,Expense,Salary,-68075,,E252,P006,G008,Tamil Nadu,RTGS,Completed,Salary
T000261,2026-05-13,Income,CSR Grant,10435497,,,P003,G009,Uttar Pradesh,RTGS,Completed,CSR Grant
T000262,2025-12-03,Expense,Consulting,-107971,V115,,P006,G003,Delhi,Cheque,Completed,Consulting
T000263,2026-05-01,Expense,Training,-79847,V031,,P015,G003,Maharashtra,UPI,Completed,Training
T000264,2024-12-01,Income,Individual Donation,3186,,,P001,G022,Maharashtra,Bank Transfer,Completed,Individual Donation
T000265,2025-07-09,Expense,Consulting,-184034,V022,,P002,G009,Rajasthan,NEFT,Completed,Consulting
T000266,2025-04-04,Income,Government Grant,46940998,,,P005,G012,Rajasthan,Cheque,Completed,Government Grant
T000267,2024-08-27,Expense,Travel,-39858,V067,,P012,G011,Tamil Nadu,RTGS,Pending,Travel
T000268,2025-05-17,Expense,Rent,-58725,V048,,P010,G025,Tamil Nadu,RTGS,Pending,Rent
T000269,2024-09-25,Expense,Training,-21185,V111,,P011,G008,Tamil Nadu,UPI,Completed,Training
T000270,2026-01-14,Income,Government Grant,7816588,,,P005,G001,Maharashtra,NEFT,Pending,Government Grant
T000271,2026-01-22,Expense,Consulting,-271808,V061,,P003,G013,Uttar Pradesh,Cheque,Completed,Consulting
T000272,2025-03-07,Expense,Office Supplies,-19817,V088,,P013,G010,Gujarat,Cheque,Pending,Office Supplies
T000273,2025-05-30,Income,International NGO,24914213,,,P011,G013,Tamil Nadu,Bank Transfer,Pending,International NGO
T000274,2025-09-17,Income,Corporate Donation,2877156,,,P015,G016,Karnataka,NEFT,Completed,Corporate Donation
T000275,2025-12-31,Expense,Consulting,-275378,V019,,P002,G013,Maharashtra,RTGS,Completed,Consulting
T000276,2026-06-02,Expense,Consulting,-189934,V061,,P007,G019,Gujarat,RTGS,Failed,Consulting
T000277,2025-06-06,Expense,Training,-77367,V096,,P006,G007,Uttar Pradesh,Cheque,Completed,Training
T000278,2024-10-28,Income,Corporate Donation,2058117,,,P003,G020,Tamil Nadu,RTGS,Failed,Corporate Donation
T000279,2024-11-22,Income,Government Grant,29110293,,,P012,G017,Rajasthan,UPI,Pending,Government Grant
T000280,2024-11-15,Expense,Medicines,-313167,V011,,P010,G012,Uttar Pradesh,Cheque,Completed,Medicines
T000281,2026-04-18,Income,Individual Donation,75160,,,P012,G003,Rajasthan,Bank Transfer,Completed,Individual Donation
T000282,2024-12-01,Income,Individual Donation,3389,,,P012,G005,Rajasthan,NEFT,Completed,Individual Donation
T000283,2024-10-12,Income,International NGO,5926371,,,P006,G005,Delhi,Bank Transfer,Completed,International NGO
T000284,2025-10-22,Income,Government Grant,6926133,,,P006,G018,Madhya Pradesh,NEFT,Completed,Government Grant
T000285,2025-05-18,Expense,Training,-15348,V104,,P009,G021,Madhya Pradesh,Bank Transfer,Completed,Training
T000286,2025-09-06,Income,CSR Grant,16487547,,,P001,G019,Rajasthan,UPI,Completed,CSR Grant
T000287,2024-12-18,Income,International NGO,16665751,,,P014,G017,Karnataka,UPI,Completed,International NGO
T000288,2025-10-25,Income,Corporate Donation,3913202,,,P001,G005,Madhya Pradesh,NEFT,Pending,Corporate Donation
T000289,2026-02-02,Expense,Utilities,-36822,V048,,P009,G025,Tamil Nadu,Bank Transfer,Failed,Utilities
T000290,2025-08-30,Income,Individual Donation,51568,,,P004,G002,Uttar Pradesh,Bank Transfer,Completed,Individual Donation
T000291,2025-11-14,Income,International NGO,12898370,,,P001,G016,Rajasthan,Cheque,Completed,International NGO
T000292,2025-03-01,Income,Individual Donation,8948,,,P015,G008,Tamil Nadu,UPI,Failed,Individual Donation
T000293,2025-07-29,Income,Individual Donation,26383,,,P012,G024,Gujarat,Cheque,Completed,Individual Donation
T000294,2024-10-05,Income,Government Grant,28093490,,,P004,G015,Delhi,RTGS,Completed,Government Grant
T000295,2026-03-11,Expense,Office Supplies,-25478,V056,,P009,G023,Madhya Pradesh,RTGS,Pending,Office Supplies
T000296,2025-01-31,Expense,IT Equipment,-77397,V015,,P009,G011,Delhi,UPI,Completed,IT Equipment
T000297,2024-07-28,Income,Government Grant,31026027,,,P009,G005,Uttar Pradesh,Cheque,Failed,Government Grant
T000298,2026-04-01,Expense,Medicines,-457147,V040,,P013,G024,Gujarat,RTGS,Completed,Medicines
T000299,2025-07-27,Expense,Nutrition Kits,-193550,V075,,P012,G024,Tamil Nadu,RTGS,Completed,Nutrition Kits
T000300,2026-03-12,Income,CSR Grant,14650951,,,P001,G024,Delhi,RTGS,Completed,CSR Grant
T000301,2025-01-15,Expense,Consulting,-272801,V043,,P014,G004,Uttar Pradesh,UPI,Completed,Consulting
T000302,2026-06-19,Income,International NGO,18989038,,,P003,G005,Rajasthan,Cheque,Failed,International NGO
T000303,2026-02-03,Income,Government Grant,15768563,,,P010,G011,Madhya Pradesh,RTGS,Completed,Government Grant
T000304,2025-01-20,Expense,IT Equipment,-401075,V003,,P008,G003,Rajasthan,UPI,Completed,IT Equipment
T000305,2026-01-28,Income,Corporate Donation,4460540,,,P003,G023,Karnataka,NEFT,Completed,Corporate Donation
T000306,2025-06-30,Income,Corporate Donation,336263,,,P015,G003,Delhi,UPI,Pending,Corporate Donation
T000307,2026-06-15,Expense,Travel,-35498,V079,,P002,G016,Tamil Nadu,RTGS,Completed,Travel
T000308,2024-09-12,Expense,Salary,-62073,,E088,P006,G013,Gujarat,NEFT,Completed,Salary
T000309,2025-01-14,Expense,Medicines,-484382,V019,,P015,G008,Gujarat,RTGS,Completed,Medicines
T000310,2025-11-06,Expense,Rent,-142274,V022,,P008,G008,Gujarat,NEFT,Pending,Rent
T000311,2025-07-26,Expense,Nutrition Kits,-357877,V091,,P003,G011,Madhya Pradesh,Bank Transfer,Completed,Nutrition Kits
T000312,2024-07-28,Expense,Nutrition Kits,-73083,V100,,P006,G003,Karnataka,RTGS,Pending,Nutrition Kits
T000313,2025-09-05,Expense,Office Supplies,-40859,V015,,P013,G001,Karnataka,RTGS,Completed,Office Supplies
T000314,2026-04-30,Income,CSR Grant,11475374,,,P001,G023,Karnataka,RTGS,Pending,CSR Grant
T000315,2025-07-22,Expense,Office Supplies,-34865,V103,,P006,G008,Tamil Nadu,Bank Transfer,Completed,Office Supplies
T000316,2024-10-20,Expense,Rent,-121226,V089,,P005,G014,Madhya Pradesh,UPI,Completed,Rent
T000317,2026-03-16,Income,CSR Grant,12374640,,,P003,G018,Gujarat,RTGS,Failed,CSR Grant
T000318,2025-06-05,Expense,Training,-15895,V085,,P015,G023,Tamil Nadu,Bank Transfer,Pending,Training
T000319,2024-08-19,Expense,Training,-32760,V086,,P013,G006,Tamil Nadu,Cheque,Failed,Training
T000320,2025-07-05,Expense,Consulting,-89279,V100,,P007,G008,Karnataka,NEFT,Completed,Consulting
T000321,2024-11-19,Expense,Salary,-134896,,E194,P001,G016,Rajasthan,NEFT,Completed,Salary
T000322,2026-03-28,Income,International NGO,11558812,,,P003,G014,Tamil Nadu,RTGS,Completed,International NGO
T000323,2024-08-18,Income,International NGO,12293484,,,P007,G006,Maharashtra,NEFT,Pending,International NGO
T000324,2025-07-12,Income,International NGO,28877384,,,P004,G013,Madhya Pradesh,UPI,Completed,International NGO
T000325,2026-02-19,Expense,Nutrition Kits,-107350,V002,,P010,G021,Madhya Pradesh,UPI,Completed,Nutrition Kits
T000326,2024-11-12,Income,Individual Donation,73674,,,P011,G005,Karnataka,RTGS,Completed,Individual Donation
T000327,2025-09-05,Income,Individual Donation,81548,,,P003,G017,Rajasthan,Cheque,Completed,Individual Donation
T000328,2025-12-01,Expense,Salary,-42372,,E089,P011,G005,Madhya Pradesh,UPI,Completed,Salary
T000329,2026-03-26,Income,CSR Grant,8235000,,,P007,G024,Uttar Pradesh,RTGS,Pending,CSR Grant
T000330,2025-09-20,Income,Corporate Donation,3036760,,,P007,G025,Madhya Pradesh,Bank Transfer,Completed,Corporate Donation
T000331,2025-02-19,Income,Individual Donation,84499,,,P004,G010,Uttar Pradesh,Cheque,Completed,Individual Donation
T000332,2025-08-04,Expense,Consulting,-198436,V004,,P004,G025,Delhi,NEFT,Pending,Consulting
T000333,2025-05-27,Income,Individual Donation,2870,,,P013,G023,Gujarat,Cheque,Completed,Individual Donation
T000334,2025-06-29,Income,Government Grant,4795552,,,P002,G015,Rajasthan,UPI,Completed,Government Grant
T000335,2026-01-01,Expense,Salary,-107700,,E299,P010,G016,Tamil Nadu,Bank Transfer,Completed,Salary
T000336,2026-06-12,Income,Individual Donation,54188,,,P011,G003,Maharashtra,Cheque,Completed,Individual Donation
T000337,2024-08-28,Income,CSR Grant,2952215,,,P006,G022,Karnataka,Bank Transfer,Completed,CSR Grant
T000338,2025-11-21,Income,International NGO,28536770,,,P001,G011,Tamil Nadu,UPI,Completed,International NGO
T000339,2025-03-24,Expense,Consulting,-63250,V036,,P009,G018,Maharashtra,NEFT,Completed,Consulting
T000340,2025-01-08,Expense,Training,-17665,V065,,P003,G013,Maharashtra,NEFT,Completed,Training
T000341,2025-03-10,Expense,Consulting,-173673,V052,,P014,G003,Maharashtra,UPI,Completed,Consulting
T000342,2026-07-11,Expense,Salary,-145125,,E252,P006,G023,Karnataka,Cheque,Pending,Salary
T000343,2025-11-03,Income,International NGO,20148717,,,P015,G009,Maharashtra,Bank Transfer,Completed,International NGO
T000344,2025-09-14,Income,Corporate Donation,4267109,,,P007,G015,Rajasthan,UPI,Failed,Corporate Donation
T000345,2025-10-01,Income,Government Grant,42279771,,,P006,G008,Gujarat,Cheque,Pending,Government Grant
T000346,2026-02-17,Expense,Travel,-27256,V100,,P003,G025,Gujarat,Bank Transfer,Failed,Travel
T000347,2025-10-07,Income,Individual Donation,80778,,,P004,G016,Maharashtra,UPI,Failed,Individual Donation
T000348,2025-01-04,Expense,Utilities,-20946,V009,,P008,G009,Madhya Pradesh,NEFT,Completed,Utilities
T000349,2025-11-11,Expense,Nutrition Kits,-324958,V033,,P009,G007,Madhya Pradesh,UPI,Completed,Nutrition Kits
T000350,2025-06-20,Expense,Utilities,-15271,V009,,P004,G003,Karnataka,UPI,Pending,Utilities
T000351,2025-07-29,Income,International NGO,27114144,,,P002,G010,Maharashtra,UPI,Completed,International NGO
T000352,2025-10-08,Income,Individual Donation,67474,,,P014,G024,Uttar Pradesh,NEFT,Pending,Individual Donation
T000353,2024-10-04,Income,Government Grant,25692539,,,P010,G021,Madhya Pradesh,Bank Transfer,Completed,Government Grant
T000354,2024-08-03,Expense,Utilities,-62819,V091,,P002,G002,Madhya Pradesh,Cheque,Completed,Utilities
T000355,2026-02-12,Expense,Training,-88878,V005,,P005,G010,Uttar Pradesh,UPI,Completed,Training
T000356,2025-02-12,Income,Corporate Donation,3619251,,,P001,G021,Gujarat,Bank Transfer,Completed,Corporate Donation
T000357,2025-03-23,Expense,Medicines,-198798,V053,,P002,G017,Madhya Pradesh,Cheque,Failed,Medicines
T000358,2025-08-19,Expense,Nutrition Kits,-286253,V063,,P008,G015,Maharashtra,Cheque,Failed,Nutrition Kits
T000359,2025-02-04,Expense,Salary,-145212,,E002,P005,G003,Delhi,NEFT,Completed,Salary
T000360,2026-01-28,Expense,Consulting,-206423,V042,,P002,G013,Gujarat,Bank Transfer,Completed,Consulting
T000361,2025-12-28,Expense,Medicines,-343853,V107,,P010,G024,Maharashtra,Cheque,Failed,Medicines
T000362,2025-03-24,Expense,IT Equipment,-271808,V058,,P014,G012,Tamil Nadu,UPI,Completed,IT Equipment
T000363,2025-08-05,Expense,Consulting,-109404,V104,,P003,G003,Delhi,RTGS,Completed,Consulting
T000364,2025-03-27,Income,Government Grant,12078497,,,P001,G024,Uttar Pradesh,Bank Transfer,Completed,Government Grant
T000365,2026-02-16,Income,International NGO,19262012,,,P001,G007,Rajasthan,RTGS,Completed,International NGO
T000366,2024-10-14,Income,Corporate Donation,2619719,,,P008,G007,Madhya Pradesh,Bank Transfer,Failed,Corporate Donation
T000367,2026-05-09,Income,Individual Donation,17017,,,P013,G008,Maharashtra,Cheque,Completed,Individual Donation
T000368,2024-09-14,Expense,Medicines,-302574,V078,,P001,G009,Maharashtra,UPI,Failed,Medicines
T000369,2026-03-23,Expense,Training,-11086,V018,,P010,G010,Uttar Pradesh,UPI,Completed,Training
T000370,2026-03-02,Income,Government Grant,6855940,,,P013,G018,Rajasthan,RTGS,Failed,Government Grant
T000371,2025-11-23,Income,International NGO,20563751,,,P001,G025,Tamil Nadu,NEFT,Completed,International NGO
T000372,2025-07-31,Income,International NGO,9972628,,,P009,G002,Karnataka,Cheque,Completed,International NGO
T000373,2025-03-04,Income,Government Grant,36170794,,,P009,G012,Rajasthan,RTGS,Completed,Government Grant
T000374,2025-08-19,Expense,Nutrition Kits,-338980,V088,,P012,G004,Maharashtra,Bank Transfer,Completed,Nutrition Kits
T000375,2024-10-08,Expense,Training,-22782,V042,,P006,G022,Madhya Pradesh,Bank Transfer,Completed,Training
T000376,2024-10-16,Expense,Utilities,-25567,V027,,P001,G015,Maharashtra,RTGS,Failed,Utilities
T000377,2026-06-10,Income,International NGO,5311346,,,P002,G004,Maharashtra,RTGS,Failed,International NGO
T000378,2025-03-13,Expense,Training,-44486,V075,,P003,G015,Gujarat,NEFT,Failed,Training
T000379,2026-02-02,Income,International NGO,1653052,,,P010,G003,Maharashtra,NEFT,Completed,International NGO
T000380,2025-07-12,Income,CSR Grant,12275592,,,P001,G014,Gujarat,NEFT,Pending,CSR Grant
T000381,2025-10-16,Income,Individual Donation,71638,,,P004,G025,Delhi,Cheque,Completed,Individual Donation
T000382,2024-11-28,Expense,Rent,-157379,V048,,P010,G023,Maharashtra,NEFT,Completed,Rent
T000383,2025-07-11,Income,Corporate Donation,2005810,,,P003,G024,Madhya Pradesh,UPI,Completed,Corporate Donation
T000384,2025-11-11,Expense,Training,-17790,V091,,P004,G003,Maharashtra,Bank Transfer,Completed,Training
T000385,2025-12-17,Income,Corporate Donation,4222575,,,P011,G025,Rajasthan,NEFT,Completed,Corporate Donation
T000386,2026-05-29,Income,Individual Donation,94033,,,P015,G006,Madhya Pradesh,Bank Transfer,Failed,Individual Donation
T000387,2026-03-14,Income,Corporate Donation,3488481,,,P001,G023,Tamil Nadu,Bank Transfer,Failed,Corporate Donation
T000388,2026-06-01,Expense,IT Equipment,-460429,V087,,P001,G025,Delhi,Bank Transfer,Completed,IT Equipment
T000389,2025-07-20,Income,Corporate Donation,1638961,,,P006,G017,Uttar Pradesh,RTGS,Completed,Corporate Donation
T000390,2025-05-18,Income,CSR Grant,16352209,,,P007,G025,Karnataka,UPI,Failed,CSR Grant
T000391,2024-08-03,Expense,Rent,-161698,V102,,P002,G007,Maharashtra,RTGS,Completed,Rent
T000392,2025-11-28,Income,CSR Grant,3984795,,,P015,G008,Maharashtra,NEFT,Completed,CSR Grant
T000393,2025-08-13,Income,International NGO,26329933,,,P003,G022,Madhya Pradesh,Bank Transfer,Pending,International NGO
T000394,2025-05-09,Expense,Medicines,-185760,V091,,P008,G017,Rajasthan,Bank Transfer,Failed,Medicines
T000395,2025-05-07,Expense,IT Equipment,-473800,V079,,P007,G020,Tamil Nadu,Bank Transfer,Completed,IT Equipment
T000396,2026-05-01,Expense,Training,-14504,V114,,P007,G007,Tamil Nadu,RTGS,Pending,Training
T000397,2024-10-12,Income,Corporate Donation,4839203,,,P003,G019,Maharashtra,RTGS,Pending,Corporate Donation
T000398,2024-08-27,Expense,Office Supplies,-36181,V013,,P009,G013,Delhi,Bank Transfer,Completed,Office Supplies
T000399,2024-09-06,Expense,Salary,-106415,,E189,P012,G014,Maharashtra,NEFT,Completed,Salary
T000400,2024-11-29,Income,Corporate Donation,4079944,,,P004,G025,Rajasthan,Cheque,Pending,Corporate Donation
T000401,2024-08-02,Income,International NGO,14976595,,,P007,G001,Uttar Pradesh,Bank Transfer,Completed,International NGO
T000402,2025-02-26,Income,Individual Donation,29627,,,P007,G014,Maharashtra,Bank Transfer,Pending,Individual Donation
T000403,2024-11-01,Income,International NGO,22868045,,,P001,G014,Gujarat,NEFT,Failed,International NGO
T000404,2024-11-30,Expense,Rent,-177144,V048,,P012,G007,Madhya Pradesh,Bank Transfer,Failed,Rent
T000405,2026-03-29,Income,Corporate Donation,2334477,,,P015,G017,Tamil Nadu,Bank Transfer,Completed,Corporate Donation
T000406,2025-01-07,Expense,Utilities,-11246,V071,,P007,G010,Gujarat,Bank Transfer,Failed,Utilities
T000407,2025-05-08,Expense,Rent,-59048,V104,,P015,G006,Karnataka,Cheque,Completed,Rent
T000408,2026-02-16,Expense,Training,-87807,V022,,P004,G017,Tamil Nadu,NEFT,Completed,Training
T000409,2026-04-17,Income,Individual Donation,20606,,,P015,G013,Rajasthan,Bank Transfer,Completed,Individual Donation
T000410,2024-11-17,Income,Government Grant,6175104,,,P012,G018,Delhi,Bank Transfer,Completed,Government Grant
T000411,2025-03-28,Expense,Salary,-125485,,E154,P011,G025,Maharashtra,UPI,Failed,Salary
T000412,2025-09-02,Expense,Salary,-43777,,E190,P015,G025,Delhi,Bank Transfer,Completed,Salary
T000413,2024-07-30,Income,Individual Donation,29229,,,P007,G022,Rajasthan,RTGS,Failed,Individual Donation
T000414,2025-08-28,Income,Corporate Donation,2630266,,,P013,G011,Maharashtra,UPI,Completed,Corporate Donation
T000415,2026-07-15,Income,Government Grant,46118795,,,P015,G003,Karnataka,RTGS,Completed,Government Grant
T000416,2024-12-22,Income,Corporate Donation,2691850,,,P005,G002,Madhya Pradesh,NEFT,Failed,Corporate Donation
T000417,2025-05-01,Income,Corporate Donation,3115719,,,P008,G022,Tamil Nadu,RTGS,Completed,Corporate Donation
T000418,2026-04-29,Expense,Salary,-38023,,E092,P015,G016,Delhi,Cheque,Pending,Salary
T000419,2026-07-05,Income,Individual Donation,31318,,,P001,G023,Gujarat,RTGS,Pending,Individual Donation
T000420,2024-09-09,Income,Individual Donation,74119,,,P012,G014,Maharashtra,NEFT,Completed,Individual Donation
T000421,2025-04-06,Expense,Rent,-120547,V093,,P011,G009,Uttar Pradesh,NEFT,Pending,Rent
T000422,2025-03-25,Income,CSR Grant,1165239,,,P012,G007,Karnataka,RTGS,Failed,CSR Grant
T000423,2025-09-07,Income,Government Grant,7488220,,,P005,G006,Maharashtra,NEFT,Completed,Government Grant
T000424,2026-07-18,Income,Individual Donation,25866,,,P007,G010,Maharashtra,NEFT,Completed,Individual Donation
T000425,2026-06-23,Income,Corporate Donation,2737894,,,P011,G017,Karnataka,RTGS,Completed,Corporate Donation
T000426,2025-05-06,Income,Corporate Donation,1547824,,,P006,G014,Karnataka,Bank Transfer,Completed,Corporate Donation
T000427,2026-04-26,Income,Individual Donation,2858,,,P014,G005,Maharashtra,RTGS,Completed,Individual Donation
T000428,2026-04-26,Income,Government Grant,14483508,,,P013,G018,Delhi,Cheque,Failed,Government Grant
T000429,2026-07-09,Income,CSR Grant,17564163,,,P002,G014,Madhya Pradesh,Bank Transfer,Completed,CSR Grant
T000430,2025-06-18,Expense,Utilities,-65037,V091,,P002,G021,Karnataka,Bank Transfer,Failed,Utilities
T000431,2024-12-31,Expense,Utilities,-24236,V050,,P002,G018,Tamil Nadu,Cheque,Completed,Utilities
T000432,2026-02-19,Income,Individual Donation,62251,,,P008,G002,Maharashtra,Bank Transfer,Completed,Individual Donation
T000433,2025-08-26,Income,Government Grant,19786945,,,P006,G023,Karnataka,Bank Transfer,Completed,Government Grant
T000434,2024-10-05,Expense,IT Equipment,-120149,V035,,P007,G025,Tamil Nadu,Cheque,Completed,IT Equipment
T000435,2026-05-30,Income,Government Grant,1651208,,,P010,G018,Tamil Nadu,Cheque,Pending,Government Grant
